type, source, target, ability, aid, hitType, amount, notes, timestamp
damage, 3, 56, Zen Sphere, 124098, 2, 1488, 0, 1123924
cast, 3, 56, Blackout Kick, 100784, , , , 1123954
damage, 3, 56, Blackout Kick, 100784, 2, 23829, 0, 1123966
absorbed, 12, 3, Divine Aegis, 47753, , 816, , 1124039
damage, 3, 3, Stagger, 124255, 3, 0, 816, 1124039
cast, 56, 3, Melee, 1, , , , 1124156
damage, 56, 3, Melee, 1, 7, 0, 0, 1124156
heal, 3, 3, Leech, 143924, 1, 0, , 1124245
damage, 3, 56, Zen Sphere, 124098, 1, 223, ms, 1124269
damage, 3, 56, Blackout Kick, 100784, 1, 3574, ms, 1124290
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1124840
heal, 11, 3, Eternal Flame, 156322, 2, 0, ms, 1124840
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1124869
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1124869
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1124927
cast, 3, 56, Tiger Palm, 100787, , , , 1124928
damage, 3, 56, Tiger Palm, 100787, 2, 13921, 0, 1124928
cast, 3, 56, Melee, 1, , , , 1124956
damage, 3, 56, Melee, 1, 1, 6398, 0, 1124956
damage, 3, 56, Melee, 1, 1, 1830, ms, 1124956
damage, 3, 56, Melee, 1, 2, 3657, ms, 1124956
cast, 3, , Gift of the Ox, 124506, , , , 1125028
cast, 3, , Gift of the Ox, 124503, , , , 1125029
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 8194, , 1125031
absorbed, 12, 3, Divine Aegis, 47753, , 2203, , 1125031
absorbed, 11, 3, Illuminated Healing, 86273, , 4544, , 1125031
removebuff, 12, 3, Divine Aegis, 47753, , , , 1125031
damage, 57, 3, Aftershock, 157853, 3, 0, 14941, 1125033
removedebuff, 57, 3, Aftershock, 157853, , , , 1125034
absorbed, 11, 3, Illuminated Healing, 86273, , 1554, , 1125040
damage, 3, 3, Stagger, 124255, 3, 0, 1554, 1125041
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1125105
damage, 3, 56, Tiger Palm, 100787, 1, 2088, ms, 1125281
removebuff, 3, 3, Tiger Strikes, 120273, , , , 1125297
heal, 3, 3, Leech, 143924, 1, 0, , 1125468
cast, 56, 3, Melee, 1, , , , 1125687
damage, 56, 3, Melee, 1, 7, 0, 0, 1125687
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1125786
heal, 3, 3, Zen Sphere, 124081, 2, 0, , 1125938
heal, 3, 3, Zen Sphere, 124081, 2, 0, ms, 1125938
damage, 3, 56, Zen Sphere, 124098, 2, 1487, 0, 1125938
energize, 3, 3, Keg Smash, 127796, , 2, , 1125955
cast, 3, , Keg Smash, 121253, , , , 1125958
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1126056
absorbed, 11, 3, Illuminated Healing, 86273, , 1554, , 1126057
damage, 3, 3, Stagger, 124255, 3, 0, 1554, 1126057
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1126057
damage, 3, 57, Keg Smash, 121253, 2, 44391, 0, 1126179
damage, 3, 56, Keg Smash, 121253, 2, 43371, 0, 1126179
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1126313
removebuff, , 3, Mark of Blackrock, 159679, , , , 1126364
applybuff, 3, 3, Tiger Strikes, 120273, , , , 1126489
cast, 3, 56, Melee, 1, , , , 1126492
damage, 3, 56, Melee, 1, 1, 5836, 0, 1126492
heal, 3, 3, Leech, 143924, 1, 0, , 1126716
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1126978
cast, 3, 56, Tiger Palm, 100787, , , , 1126980
damage, 3, 56, Tiger Palm, 100787, 2, 12438, 0, 1126982
absorbed, 11, 3, Illuminated Healing, 86273, , 1554, , 1127039
damage, 3, 3, Stagger, 124255, 3, 0, 1554, 1127040
removebuff, 3, 3, Elusive Brew, 115308, , , , 1127101
cast, 56, 3, Melee, 1, , , , 1127189
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 68949, , 1127189
absorbed, 11, 3, Illuminated Healing, 86273, , 18052, , 1127189
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1127189
damage, 56, 3, Melee, 1, 1, 38718, 87001, 1127192
heal, 11, 3, Eternal Flame, 156322, 1, 1303, , 1127230
heal, 11, 3, Eternal Flame, 156322, 1, 391, ms, 1127230
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1127263
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1127266
damage, 3, 56, Tiger Palm, 100787, 2, 3731, ms, 1127316
heal, 11, 3, Beacon of Light, 53652, 1, 592, , 1127514
heal, 1, 3, Healing Rain, 73921, 1, 2899, , 1127540
heal, 3, 3, Gift of the Ox, 124507, 1, 20323, , 1127847
heal, 3, 3, Gift of the Ox, 124507, 1, 6097, ms, 1127848
heal, 3, 3, Leech, 143924, 1, 730, , 1127918
heal, 3, 3, Zen Sphere, 124081, 2, 3861, , 1127938
damage, 3, 56, Zen Sphere, 124098, 1, 676, 0, 1127938
cast, 3, 56, Melee, 1, , , , 1127967
damage, 3, 56, Melee, 1, 1, 5630, 0, 1127967
damage, 3, 56, Melee, 1, 2, 3403, ms, 1127967
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1127997
cast, 3, 56, Tiger Palm, 100787, , , , 1127997
cast, 3, , Gift of the Ox, 124506, , , , 1127999
damage, 3, 56, Tiger Palm, 100787, 1, 6363, 0, 1128000
absorbed, 11, 3, Illuminated Healing, 86273, , 392, , 1128030
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1128030
damage, 3, 3, Stagger, 124255, 1, 7591, 392, 1128032
heal, 1, 3, Chain Heal, 1064, 1, 10113, , 1128150
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1128214
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1128407
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1128414
cast, 12, 3, Power Word: Shield, 17, , , , 1128627
applybuff, 12, 3, Body and Soul, 65081, , , , 1128653
applybuff, 12, 3, Power Word: Shield, 17, , , , 1128655
applydebuff, 12, 3, Weakened Soul, 6788, , , , 1128658
cast, 56, 3, Melee, 1, , , , 1128659
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1128683
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 63290, , 1128683
absorbed, 11, 3, Illuminated Healing, 86273, , 302, , 1128683
absorbed, 12, 3, Power Word: Shield, 17, , 51809, , 1128683
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1128683
damage, 56, 3, Melee, 1, 1, 0, 115401, 1128686
heal, 1, 3, Healing Rain, 73921, 2, 0, , 1128817
heal, 1, 3, Healing Rain, 73921, 1, 0, ms, 1128817
removebuff, 3, 3, Strength of Steel, 162917, , , , 1128904
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1128984
cast, 3, 56, Tiger Palm, 100787, , , , 1128984
damage, 3, 56, Tiger Palm, 100787, 1, 6206, 0, 1128986
removedebuff, 3, 3, Light Stagger, 124275, , , , 1129036
applydebuff, 3, 3, Moderate Stagger, 124274, , , , 1129039
absorbed, 12, 3, Power Word: Shield, 17, , 3024, , 1129042
removebuff, 12, 3, Power Word: Shield, 17, , , , 1129042
damage, 3, 3, Stagger, 124255, 1, 10490, 3024, 1129043
heal, 3, 3, Leech, 143924, 1, 449, , 1129112
damage, 3, 56, Tiger Palm, 100787, 1, 1862, ms, 1129324
removebuff, 3, 3, Elusive Brew, 128939, , , , 1129440
applybuff, 3, 3, Elusive Brew, 115308, , , , 1129442
cast, 3, , Elusive Brew, 115308, , , , 1129444
cast, 3, 56, Melee, 1, , , , 1129469
damage, 3, 56, Melee, 1, 2, 11955, 0, 1129472
damage, 3, 56, Melee, 1, 4, 1191, ms, 1129472
applybuff, 3, 3, Elusive Brew, 128939, , , , 1129498
applybuffstack, 3, 3, Elusive Brew, 128939, , 2, , 1129500
applybuffstack, 3, 3, Elusive Brew, 128939, , 3, , 1129500
cast, 3, , Gift of the Ox, 124503, , , , 1129502
heal, 11, 3, Eternal Flame, 156322, 1, 1303, , 1129612
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1129612
damage, 3, 56, Tiger Palm, 100787, 1, 1861, ms, 1129670
heal, 11, 3, Beacon of Light, 53652, 1, 592, , 1129870
heal, 3, 3, Zen Sphere, 124081, 1, 1874, , 1129955
damage, 3, 56, Zen Sphere, 124098, 2, 1351, 0, 1129955
heal, 1, 3, Healing Rain, 73921, 1, 2782, , 1130065
heal, 1, 3, Healing Rain, 73921, 1, 835, ms, 1130065
removedebuff, 3, 3, Moderate Stagger, 124274, , , , 1130067
applydebuff, 3, 3, Light Stagger, 124275, , , , 1130069
absorbed, 11, 3, Illuminated Healing, 86273, , 302, , 1130071
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1130071
damage, 3, 3, Stagger, 124255, 1, 13212, 302, 1130073
heal, 11, 3, Beacon of Light, 53652, 1, 15867, , 1130134
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1130135
removedebuff, 3, 3, Light Stagger, 124275, , , , 1130135
cast, 3, , Purifying Brew, 119582, , , , 1130139
cast, 56, 3, Melee, 1, , , , 1130186
damage, 56, 3, Melee, 1, 7, 0, 0, 1130186
damage, 3, 56, Zen Sphere, 124098, 1, 203, ms, 1130269
heal, 3, 3, Leech, 143924, 1, 0, , 1130324
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1130342
cast, 3, 56, Tiger Palm, 100787, , , , 1130342
damage, 3, 56, Tiger Palm, 100787, 1, 6351, 0, 1130344
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1130583
damage, 3, 56, Tiger Palm, 100787, 1, 1906, ms, 1130691
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1130758
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1130787
cast, 3, 56, Melee, 1, , , , 1130990
damage, 3, 56, Melee, 1, 1, 5919, 0, 1130992
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1131076
energize, 3, 3, Jab, 108557, , 1, , 1131362
cast, 3, 56, Jab, 108557, , , , 1131365
energize, 3, 3, Chi Sphere, 121283, , 1, , 1131397
removebuff, 3, 3, Power Strikes, 129914, , , , 1131398
damage, 3, 56, Jab, 108557, 2, 4724, 0, 1131400
heal, 3, 3, Leech, 143924, 1, 0, , 1131566
heal, 1, 3, Healing Rain, 73921, 1, 0, , 1131645
heal, 12, 3, Atonement, 81751, 1, 0, , 1131696
cast, 56, 3, Melee, 1, , , , 1131696
applydebuff, 3, 3, Light Stagger, 124275, , , , 1131698
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 69284, , 1131700
absorbed, 11, 3, Illuminated Healing, 86273, , 302, , 1131700
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1131700
damage, 56, 3, Melee, 1, 1, 56744, 69586, 1131702
heal, 3, 3, Zen Sphere, 124081, 2, 3945, , 1131942
heal, 3, 3, Zen Sphere, 124081, 2, 1184, ms, 1131942
heal, 3, 3, Zen Sphere, 124081, 2, 1183, ms, 1131942
damage, 3, 56, Zen Sphere, 124098, 1, 675, 0, 1131948
heal, 11, 3, Eternal Flame, 156322, 1, 1303, , 1132022
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1132022
heal, 18, 3, Chi Wave, 132463, 1, 3695, , 1132036
heal, 18, 3, Chi Wave, 132463, 2, 2217, ms, 1132036
heal, 12, 3, Atonement, 81751, 1, 161, , 1132123
heal, 3, 3, Gift of the Ox, 124507, 2, 41534, , 1132149
heal, 3, 3, Gift of the Ox, 124507, 1, 1522, ms, 1132150
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1132236
damage, 3, 56, Zen Sphere, 124098, 2, 405, ms, 1132291
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1132388
cast, 3, 56, Tiger Palm, 100787, , , , 1132388
damage, 3, 56, Tiger Palm, 100787, 1, 6128, 0, 1132390
cast, 3, 56, Melee, 1, , , , 1132462
damage, 3, 56, Melee, 1, 1, 5935, 0, 1132462
damage, 3, 56, Melee, 1, 1, 1706, ms, 1132462
cast, 3, , Gift of the Ox, 124506, , , , 1132478
heal, 59, 3, Chi Wave, 132463, 1, 0, , 1132530
heal, 59, 3, Chi Wave, 132463, 1, 0, ms, 1132530
damage, 3, 56, Zen Sphere, 124098, 2, 405, ms, 1132645
removebuff, 12, 3, Body and Soul, 65081, , , , 1132674
absorbed, 11, 3, Illuminated Healing, 86273, , 302, , 1132702
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1132702
damage, 3, 3, Stagger, 124255, 1, 6627, 302, 1132704
damage, 3, 56, Tiger Palm, 100787, 2, 3677, ms, 1132707
heal, 3, 3, Gift of the Ox, 124507, 1, 6627, , 1132732
heal, 3, 3, Leech, 143924, 1, 0, , 1132781
heal, 12, 3, Atonement, 81751, 1, 0, , 1132806
heal, 1, 3, Healing Rain, 73921, 1, 0, , 1132806
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1132823
heal, 11, 3, Eternal Flame, 156322, 2, 0, , 1133140
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1133185
cast, 56, 3, Melee, 1, , , , 1133187
damage, 56, 3, Melee, 1, 7, 0, 0, 1133187
cast, 3, 56, Blackout Kick, 100784, , , , 1133352
damage, 3, 56, Blackout Kick, 100784, 1, 11453, 0, 1133359
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1133409
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1133409
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1133678
absorbed, 11, 3, Illuminated Healing, 86273, , 604, , 1133678
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1133679
damage, 3, 3, Stagger, 124255, 1, 6325, 604, 1133681
heal, 12, 3, Atonement, 81751, 1, 6080, , 1133826
heal, 3, 3, Zen Sphere, 124081, 1, 245, , 1133916
heal, 3, 3, Zen Sphere, 124081, 2, 0, ms, 1133916
heal, 3, 3, Zen Sphere, 124081, 2, 0, ms, 1133916
damage, 3, 56, Zen Sphere, 124098, 1, 676, 0, 1133916
refreshbuff, 3, 3, Tiger Strikes, 120273, , , , 1133945
cast, 3, 56, Melee, 1, , , , 1133946
damage, 3, 56, Melee, 1, 1, 5939, 0, 1133946
damage, 3, 56, Melee, 1, 1, 1691, ms, 1133946
cast, 3, , Gift of the Ox, 124503, , , , 1133987
heal, 3, 3, Leech, 143924, 1, 0, , 1133988
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1134004
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1134327
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1134327
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1134368
cast, 3, 56, Tiger Palm, 100787, , , , 1134368
damage, 3, 56, Tiger Palm, 100787, 1, 6179, 0, 1134370
removebuff, 3, 3, Elusive Brew, 115308, , , , 1134416
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1134585
absorbed, 11, 3, Illuminated Healing, 86273, , 302, , 1134670
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1134670
damage, 3, 3, Stagger, 124255, 1, 6626, 302, 1134672
cast, 56, 3, Melee, 1, , , , 1134672
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 77265, , 1134672
damage, 56, 3, Melee, 1, 1, 63618, 77265, 1134672
heal, 3, 3, Gift of the Ox, 124507, 2, 41736, , 1134699
heal, 3, 3, Gift of the Ox, 124507, 1, 6260, ms, 1134699
heal, 12, 3, Atonement, 81751, 1, 146, , 1134747
heal, 2, 3, Ysera's Gift, 145110, 1, 12797, , 1134845
heal, 1, 3, Healing Stream Totem, 52042, 1, 7712, , 1134845
heal, 11, 3, Beacon of Light, 53652, 1, 651, , 1135163
heal, 11, 3, Beacon of Light, 53652, 1, 196, , 1135163
heal, 3, 3, Leech, 143924, 1, 746, , 1135215
energize, 3, 3, Keg Smash, 127796, , 2, , 1135392
cast, 3, , Keg Smash, 121253, , , , 1135395
cast, 3, 56, Melee, 1, , , , 1135488
damage, 3, 56, Melee, 1, 1, 5888, 0, 1135488
damage, 3, 56, Melee, 1, 2, 3526, ms, 1135488
cast, 3, , Gift of the Ox, 124506, , , , 1135488
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1135543
heal, 11, 3, Eternal Flame, 156322, 1, 0, ms, 1135543
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1135546
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1135548
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1135573
removedebuff, 3, 3, Light Stagger, 124275, , , , 1135681
applydebuff, 3, 3, Moderate Stagger, 124274, , , , 1135684
absorbed, 11, 3, Illuminated Healing, 86273, , 392, , 1135686
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1135686
damage, 3, 3, Stagger, 124255, 1, 12184, 392, 1135688
damage, 3, 56, Keg Smash, 121253, 1, 20868, 0, 1135711
damage, 3, 57, Keg Smash, 121253, 1, 20889, 0, 1135711
heal, 11, 3, Beacon of Light, 53652, 1, 1185, , 1135792
heal, 11, 3, Beacon of Light, 53652, 1, 178, , 1135792
heal, 3, 3, Zen Sphere, 124081, 1, 1875, , 1135925
heal, 3, 3, Zen Sphere, 124081, 1, 563, ms, 1135925
damage, 3, 56, Zen Sphere, 124098, 1, 675, 0, 1135925
heal, 1, 3, Healing Stream Totem, 52042, 1, 7702, , 1136037
damage, 3, 57, Keg Smash, 121253, 2, 12534, ms, 1136038
damage, 3, 56, Keg Smash, 121253, 1, 6261, ms, 1136038
heal, 12, 3, Atonement, 81751, 1, 147, , 1136109
cast, 56, 3, Melee, 1, , , , 1136192
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 60463, , 1136193
damage, 56, 3, Melee, 1, 1, 49784, 60463, 1136193
damage, 3, 56, Zen Sphere, 124098, 1, 203, ms, 1136270
heal, 11, 3, Beacon of Light, 53652, 1, 651, , 1136367
damage, 3, 56, Keg Smash, 121253, 1, 6260, ms, 1136370
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1136395
cast, 3, 56, Tiger Palm, 100787, , , , 1136396
heal, 1, 3, Healing Stream Totem, 52042, 1, 2389, , 1136401
damage, 3, 56, Tiger Palm, 100787, 1, 6317, 0, 1136401
heal, 3, 3, Leech, 143924, 1, 1362, , 1136401
damage, 3, 3, Stagger, 124255, 1, 17365, 0, 1136687
heal, 11, 3, Eternal Flame, 156322, 2, 2606, , 1136688
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1136717
heal, 12, 3, Atonement, 81751, 1, 147, , 1136779
cast, 3, 56, Melee, 1, , , , 1136954
refreshbuff, 3, 3, Tiger Strikes, 120273, , , , 1136954
damage, 3, 56, Melee, 1, 2, 11413, 0, 1136955
damage, 3, 56, Melee, 1, 1, 1744, ms, 1136955
heal, 11, 3, Beacon of Light, 53652, 1, 593, , 1136955
applybuffstack, 3, 3, Elusive Brew, 128939, , 4, , 1136956
applybuffstack, 3, 3, Elusive Brew, 128939, , 5, , 1136957
applybuffstack, 3, 3, Elusive Brew, 128939, , 6, , 1136958
cast, 3, , Gift of the Ox, 124503, , , , 1136959
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1137369
cast, 3, 56, Tiger Palm, 100787, , , , 1137370
damage, 3, 56, Tiger Palm, 100787, 2, 13017, 0, 1137370
heal, 12, 3, Atonement, 81751, 1, 147, , 1137428
heal, 11, 3, Beacon of Light, 53652, 1, 651, , 1137517
heal, 1, 3, Healing Rain, 73921, 1, 2989, , 1137517
heal, 1, 3, Healing Rain, 73921, 2, 1793, ms, 1137517
heal, 1, 3, Healing Rain, 73921, 1, 897, ms, 1137518
heal, 3, 3, Leech, 143924, 1, 557, , 1137606
absorbed, 11, 3, Illuminated Healing, 86273, , 604, , 1137658
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1137658
damage, 3, 3, Stagger, 124255, 1, 16762, 604, 1137660
cast, 56, 3, Melee, 1, , , , 1137661
damage, 56, 3, Melee, 1, 8, 0, 0, 1137661
heal, 11, 3, Eternal Flame, 156322, 1, 1303, , 1137885
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1137886
applybuff, 3, 3, Guard, 115295, , , , 1137913
cast, 3, , Guard, 115295, , , , 1137918
applybuff, 3, 3, Archmage's Incandescence, 177161, , , , 1137919
heal, 3, 3, Zen Sphere, 124081, 1, 2760, , 1137948
heal, 3, 3, Zen Sphere: Detonate, 124101, 2, 43571, , 1137949
heal, 3, 3, Zen Sphere: Detonate, 124101, 1, 6536, ms, 1137949
heal, 3, 3, Zen Sphere: Detonate, 124101, 2, 13071, ms, 1137949
removebuff, 3, 3, Zen Sphere, 124081, , , , 1137950
damage, 3, 56, Zen Sphere, 124098, 2, 1459, 0, 1137964
damage, 3, 56, Zen Sphere: Detonate, 125033, 2, 19196, 0, 1137964
heal, 3, 16, Zen Sphere: Detonate, 124101, 1, 0, , 1137964
heal, 3, 14, Zen Sphere: Detonate, 124101, 2, 0, , 1137964
heal, 3, 14, Zen Sphere: Detonate, 124101, 2, 0, ms, 1137964
heal, 3, 14, Zen Sphere: Detonate, 124101, 2, 0, ms, 1137964
heal, 3, 7, Zen Sphere: Detonate, 124101, 1, 0, , 1137964
heal, 3, 7, Zen Sphere: Detonate, 124101, 1, 0, ms, 1137964
heal, 3, 4, Zen Sphere: Detonate, 124101, 1, 0, , 1137964
heal, 3, 18, Zen Sphere: Detonate, 124101, 1, 0, , 1137964
heal, 3, 18, Zen Sphere: Detonate, 124101, 1, 0, ms, 1137964
heal, 3, 2, Zen Sphere: Detonate, 124101, 1, 0, , 1137964
heal, 3, 2, Zen Sphere: Detonate, 124101, 1, 0, ms, 1137964
heal, 3, 15, Zen Sphere: Detonate, 124101, 2, 0, , 1137964
heal, 3, 44, Zen Sphere: Detonate, 124101, 1, 0, , 1137964
heal, 3, 44, Zen Sphere: Detonate, 124101, 1, 0, ms, 1137964
heal, 3, 10, Zen Sphere: Detonate, 124101, 1, 0, , 1137964
heal, 3, 10, Zen Sphere: Detonate, 124101, 1, 0, , 1137965
heal, 3, 10, Zen Sphere: Detonate, 124101, 2, 0, ms, 1137965
heal, 3, 10, Zen Sphere: Detonate, 124101, 2, 0, , 1137965
heal, 3, 10, Zen Sphere: Detonate, 124101, 1, 0, , 1137965
heal, 3, 10, Zen Sphere: Detonate, 124101, 1, 0, ms, 1137965
heal, 3, 10, Zen Sphere: Detonate, 124101, 1, 0, , 1137965
heal, 3, 10, Zen Sphere: Detonate, 124101, 1, 0, ms, 1137965
heal, 3, 50, Zen Sphere: Detonate, 124101, 1, 0, , 1137965
heal, 3, 52, Zen Sphere: Detonate, 124101, 1, 0, , 1137965
heal, 3, 52, Zen Sphere: Detonate, 124101, 1, 0, ms, 1137965
heal, 3, 52, Zen Sphere: Detonate, 124101, 2, 0, ms, 1137965
heal, 3, 8, Zen Sphere: Detonate, 124101, 1, 0, , 1137965
applydebuff, 57, 3, Body Slam, 156892, , , , 1138060
heal, 12, 3, Atonement, 81751, 1, 147, , 1138086
heal, 12, 3, Atonement, 81751, 1, 44, , 1138086
heal, 11, 3, Beacon of Light, 53652, 1, 1184, , 1138147
cast, 56, 3, Crippling Suplex, 156938, , , , 1138278
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 252942, , 1138282
absorbed, 11, 3, Illuminated Healing, 86273, , 302, , 1138282
absorbed, 3, 3, Guard, 115295, , 207962, , 1138282
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1138282
damage, 56, 3, Crippling Suplex, 156938, 3, 0, 461206, 1138284
removedebuff, 12, 3, Weakened Soul, 6788, , , , 1138650
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1138682
cast, 3, 56, Tiger Palm, 100787, , , , 1138683
damage, 3, 56, Tiger Palm, 100787, 1, 6943, 0, 1138683
removedebuff, 3, 3, Moderate Stagger, 124274, , , , 1138684
applydebuff, 3, 3, Heavy Stagger, 124273, , , , 1138687
absorbed, 3, 3, Guard, 115295, , 39186, , 1138689
damage, 3, 3, Stagger, 124255, 3, 0, 39186, 1138689
heal, 11, 3, Beacon of Light, 53652, 1, 1047, , 1138716
heal, 1, 3, Healing Rain, 73921, 1, 0, , 1138716
heal, 1, 3, Healing Rain, 73921, 1, 0, ms, 1138716
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1138778
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1138778
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1138778
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1138779
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1138781
removebuff, 2, 3, Moonkin Aura, 24907, , , , 1138813
heal, 3, 3, Leech, 143924, 1, 0, , 1138855
applybuff, 3, 3, Power Strikes, 129914, , , , 1138890
damage, 3, 56, Tiger Palm, 100787, 1, 2083, ms, 1139002
heal, 11, 3, Eternal Flame, 156322, 2, 0, , 1139116
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1139116
cast, 56, 3, Melee, 1, , , , 1139180
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 83140, , 1139180
absorbed, 11, 3, Illuminated Healing, 86273, , 604, , 1139180
absorbed, 3, 3, Guard, 115295, , 67851, , 1139180
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1139200
damage, 56, 3, Melee, 1, 1, 0, 151595, 1139202
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1139314
damage, 3, 56, Tiger Palm, 100787, 1, 2083, ms, 1139344
cast, 3, 56, Melee, 1, , , , 1139437
damage, 3, 56, Melee, 1, 2, 12446, 0, 1139437
applybuffstack, 3, 3, Elusive Brew, 128939, , 7, , 1139444
applybuffstack, 3, 3, Elusive Brew, 128939, , 8, , 1139446
applybuff, 3, 3, Zen Sphere, 124081, , , , 1139684
cast, 3, 3, Zen Sphere, 124081, , , , 1139686
absorbed, 3, 3, Guard, 115295, , 43582, , 1139687
damage, 3, 3, Stagger, 124255, 3, 0, 43582, 1139687
cast, 1, 3, Chain Heal, 1064, , , , 1139871
heal, 1, 3, Chain Heal, 1064, 2, 0, , 1139896
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1139898
heal, 3, 3, Leech, 143924, 1, 0, , 1140081
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1140141
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1140141
heal, 11, 3, Eternal Flame, 156322, 2, 0, , 1140256
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1140277
removedebuff, 3, 3, Heavy Stagger, 124273, , , , 1140280
cast, 3, , Purifying Brew, 119582, , , , 1140284
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1140492
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1140492
heal, 3, 3, Expel Harm, 115072, 1, 0, , 1140851
heal, 3, 3, Expel Harm, 115072, 1, 0, ms, 1140851
heal, 3, 3, Expel Harm, 115072, 2, 0, ms, 1140851
energize, 3, 3, Expel Harm, 115072, , 1, , 1140851
